company_key,segment,filing_month_year,domestic,exports,total,yoy_pct,mom_pct,source,filing_date,parser_version,extraction_method,parser_status,confidence_score,raw_row_hash,data_vintage,last_updated,review_note
ESCORTS,Tractor,2025-07,8537,1234,9771,0.0485,-0.1168,NSE,2025-08-09,ESCORTS_V1,MANUAL,CLEAN,0.9,sample_ESCORTS_Tractor_2025-07,2026-05-23T07:00:39.315701Z,2026-05-23T07:00:39.315701Z,
ESCORTS,Tractor,2025-08,7836,1257,9093,0.148,-0.0694,NSE,2025-09-10,ESCORTS_V1,MANUAL,CLEAN,0.91,sample_ESCORTS_Tractor_2025-08,2026-05-23T07:00:39.326962Z,2026-05-23T07:00:39.326962Z,
ESCORTS,Tractor,2025-09,9363,1246,10609,0.1154,0.1667,NSE,2025-10-09,ESCORTS_V1,MANUAL,CLEAN,0.9,sample_ESCORTS_Tractor_2025-09,2026-05-23T07:00:39.331774Z,2026-05-23T07:00:39.331774Z,
ESCORTS,Tractor,2025-10,8695,1298,9993,0.1031,-0.0581,NSE,2025-11-10,ESCORTS_V1,MANUAL,CLEAN,0.87,sample_ESCORTS_Tractor_2025-10,2026-05-23T07:00:39.335111Z,2026-05-23T07:00:39.335111Z,
ESCORTS,Tractor,2025-11,7201,1005,8206,0.1,-0.1788,NSE,2025-12-08,ESCORTS_V1,MANUAL,CLEAN,0.98,sample_ESCORTS_Tractor_2025-11,2026-05-23T07:00:39.340952Z,2026-05-23T07:00:39.340952Z,
ESCORTS,Tractor,2025-12,6830,983,7813,0.1134,-0.0479,NSE,2026-01-09,ESCORTS_V1,MANUAL,CLEAN,0.97,sample_ESCORTS_Tractor_2025-12,2026-05-23T07:00:39.345837Z,2026-05-23T07:00:39.345837Z,
ESCORTS,Tractor,2026-01,7204,979,8183,0.1251,0.0474,NSE,2026-02-08,ESCORTS_V1,MANUAL,CLEAN,0.98,sample_ESCORTS_Tractor_2026-01,2026-05-23T07:00:39.353407Z,2026-05-23T07:00:39.353407Z,
ESCORTS,Tractor,2026-01,7271,1171,8442,0.0421,0.0317,NSE,2026-02-10,ESCORTS_V1,MANUAL,CLEAN,0.95,sample_ESCORTS_Tractor_2026-01,2026-05-23T07:00:39.359393Z,2026-05-23T07:00:39.359393Z,
ESCORTS,Tractor,2026-03,10290,1329,11619,0.1092,0.3763,NSE,2026-04-09,ESCORTS_V1,MANUAL,CLEAN,0.92,sample_ESCORTS_Tractor_2026-03,2026-05-23T07:00:39.365857Z,2026-05-23T07:00:39.365857Z,
ESCORTS,Tractor,2026-04,9215,1334,10549,0.0126,-0.0921,NSE,2026-05-10,ESCORTS_V1,MANUAL,CLEAN,0.95,sample_ESCORTS_Tractor_2026-04,2026-05-23T07:00:39.371375Z,2026-05-23T07:00:39.371375Z,
HEROMOTOCO,2W,2024-05,420931,23361,444292,,,NSE,2024-06-04,HEROMOTOCO_V1,MANUAL,CLEAN,0.9,sample_HEROMOTOCO_2W_2024-05,2026-05-23T07:00:39.122823Z,2026-05-23T07:00:39.122823Z,
HEROMOTOCO,2W,2024-06,372800,18749,391549,,-0.1187,NSE,2024-07-04,HEROMOTOCO_V1,MANUAL,CLEAN,0.87,sample_HEROMOTOCO_2W_2024-06,2026-05-23T07:00:39.130699Z,2026-05-23T07:00:39.130699Z,
HEROMOTOCO,2W,2024-07,383477,23746,407223,,0.04,NSE,2024-08-03,HEROMOTOCO_V1,MANUAL,CLEAN,0.92,sample_HEROMOTOCO_2W_2024-07,2026-05-23T07:00:39.158923Z,2026-05-23T07:00:39.158923Z,
HEROMOTOCO,2W,2024-08,359633,19474,379107,,-0.069,NSE,2024-09-03,HEROMOTOCO_V1,MANUAL,CLEAN,0.88,sample_HEROMOTOCO_2W_2024-08,2026-05-23T07:00:39.185789Z,2026-05-23T07:00:39.185789Z,
HEROMOTOCO,2W,2024-09,437285,26705,463990,,0.2239,NSE,2024-10-04,HEROMOTOCO_V1,MANUAL,CLEAN,0.92,sample_HEROMOTOCO_2W_2024-09,2026-05-23T07:00:39.199304Z,2026-05-23T07:00:39.199304Z,
HEROMOTOCO,2W,2024-10,538194,30432,568626,,0.2255,NSE,2024-11-04,HEROMOTOCO_V1,MANUAL,CLEAN,0.99,sample_HEROMOTOCO_2W_2024-10,2026-05-23T07:00:39.213815Z,2026-05-23T07:00:39.213815Z,
HEROMOTOCO,2W,2024-11,383191,22103,405294,,-0.2872,NSE,2024-12-04,HEROMOTOCO_V1,MANUAL,CLEAN,0.86,sample_HEROMOTOCO_2W_2024-11,2026-05-23T07:00:39.226510Z,2026-05-23T07:00:39.226510Z,
HEROMOTOCO,2W,2024-12,400964,25376,426340,,0.0519,NSE,2025-01-03,HEROMOTOCO_V1,MANUAL,CLEAN,0.91,sample_HEROMOTOCO_2W_2024-12,2026-05-23T07:00:39.233726Z,2026-05-23T07:00:39.233726Z,
HEROMOTOCO,2W,2025-01,389440,23536,412976,,-0.0313,NSE,2025-02-03,HEROMOTOCO_V1,MANUAL,CLEAN,0.89,sample_HEROMOTOCO_2W_2025-01,2026-05-23T07:00:39.240690Z,2026-05-23T07:00:39.240690Z,
HEROMOTOCO,2W,2025-02,379616,23615,403231,,-0.0236,NSE,2025-03-04,HEROMOTOCO_V1,MANUAL,CLEAN,0.88,sample_HEROMOTOCO_2W_2025-02,2026-05-23T07:00:39.254408Z,2026-05-23T07:00:39.254408Z,
HEROMOTOCO,2W,2025-03,465194,24312,489506,,0.214,BSE,2025-04-05,HEROMOTOCO_V1,MANUAL,CLEAN,0.86,sample_HEROMOTOCO_2W_2025-03,2026-05-23T07:00:39.257906Z,2026-05-23T07:00:39.257906Z,
HEROMOTOCO,2W,2025-04,431605,22999,454604,,-0.0713,NSE,2025-05-03,HEROMOTOCO_V1,MANUAL,CLEAN,0.94,sample_HEROMOTOCO_2W_2025-04,2026-05-23T07:00:39.288811Z,2026-05-23T07:00:39.288811Z,
HEROMOTOCO,2W,2025-05,449909,24350,474259,0.0674,0.0432,NSE,2025-06-05,HEROMOTOCO_V1,MANUAL,CLEAN,0.91,sample_HEROMOTOCO_2W_2025-05,2026-05-23T07:00:39.296468Z,2026-05-23T07:00:39.296468Z,
HEROMOTOCO,2W,2025-06,398603,20586,419189,0.0706,-0.1161,NSE,2025-07-05,HEROMOTOCO_V1,MANUAL,CLEAN,0.94,sample_HEROMOTOCO_2W_2025-06,2026-05-23T07:00:39.310498Z,2026-05-23T07:00:39.310498Z,
HEROMOTOCO,2W,2025-07,398284,20299,418583,0.0279,-0.0014,NSE,2025-08-03,HEROMOTOCO_V1,MANUAL,CLEAN,0.94,sample_HEROMOTOCO_2W_2025-07,2026-05-23T07:00:39.315701Z,2026-05-23T07:00:39.315701Z,
HEROMOTOCO,2W,2025-08,417542,24228,441770,0.1653,0.0554,BSE,2025-09-05,HEROMOTOCO_V1,MANUAL,CLEAN,0.9,sample_HEROMOTOCO_2W_2025-08,2026-05-23T07:00:39.325309Z,2026-05-23T07:00:39.325309Z,
HEROMOTOCO,2W,2025-09,472224,23864,496088,0.0692,0.123,NSE,2025-10-04,HEROMOTOCO_V1,MANUAL,CLEAN,0.88,sample_HEROMOTOCO_2W_2025-09,2026-05-23T07:00:39.331774Z,2026-05-23T07:00:39.331774Z,
HEROMOTOCO,2W,2025-10,516543,32473,549016,-0.0345,0.1067,NSE,2025-11-04,HEROMOTOCO_V1,MANUAL,CLEAN,0.87,sample_HEROMOTOCO_2W_2025-10,2026-05-23T07:00:39.335111Z,2026-05-23T07:00:39.335111Z,
HEROMOTOCO,2W,2025-11,410939,22738,433677,0.07,-0.2101,NSE,2025-12-04,HEROMOTOCO_V1,MANUAL,CLEAN,0.98,sample_HEROMOTOCO_2W_2025-11,2026-05-23T07:00:39.338319Z,2026-05-23T07:00:39.338319Z,
HEROMOTOCO,2W,2025-12,459779,27594,487373,0.1432,0.1238,NSE,2026-01-05,HEROMOTOCO_V1,MANUAL,CLEAN,0.97,sample_HEROMOTOCO_2W_2025-12,2026-05-23T07:00:39.343520Z,2026-05-23T07:00:39.343520Z,
HEROMOTOCO,2W,2026-01,401978,22714,424692,0.0284,-0.1286,NSE,2026-02-05,HEROMOTOCO_V1,MANUAL,CLEAN,0.91,sample_HEROMOTOCO_2W_2026-01,2026-05-23T07:00:39.349789Z,2026-05-23T07:00:39.349789Z,
HEROMOTOCO,2W,2026-01,427674,22325,449999,0.116,0.0596,NSE,2026-02-05,HEROMOTOCO_V1,MANUAL,CLEAN,0.91,sample_HEROMOTOCO_2W_2026-01,2026-05-23T07:00:39.357757Z,2026-05-23T07:00:39.357757Z,
HEROMOTOCO,2W,2026-03,533210,29589,562799,0.1497,0.2507,NSE,2026-04-04,HEROMOTOCO_V1,MANUAL,CLEAN,0.98,sample_HEROMOTOCO_2W_2026-03,2026-05-23T07:00:39.363847Z,2026-05-23T07:00:39.363847Z,
HEROMOTOCO,2W,2026-04,423060,26241,449301,-0.0117,-0.2017,NSE,2026-05-04,HEROMOTOCO_V1,MANUAL,CLEAN,0.92,sample_HEROMOTOCO_2W_2026-04,2026-05-23T07:00:39.371375Z,2026-05-23T07:00:39.371375Z,
MAHINDRA_AUTO,CV,2024-05,20246,1225,21471,,,NSE,2024-06-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.9,sample_MAHINDRA_AUTO_CV_2024-05,2026-05-23T07:00:39.120585Z,2026-05-23T07:00:39.120585Z,
MAHINDRA_AUTO,CV,2024-06,20489,1165,21654,,0.0085,NSE,2024-07-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.93,sample_MAHINDRA_AUTO_CV_2024-06,2026-05-23T07:00:39.128989Z,2026-05-23T07:00:39.128989Z,
MAHINDRA_AUTO,CV,2024-07,18933,1024,19957,,-0.0784,NSE,2024-08-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.94,sample_MAHINDRA_AUTO_CV_2024-07,2026-05-23T07:00:39.140990Z,2026-05-23T07:00:39.140990Z,
MAHINDRA_AUTO,CV,2024-08,20820,1019,21839,,0.0943,NSE,2024-09-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.87,sample_MAHINDRA_AUTO_CV_2024-08,2026-05-23T07:00:39.177657Z,2026-05-23T07:00:39.177657Z,
MAHINDRA_AUTO,CV,2024-09,23255,1177,24432,,0.1187,NSE,2024-10-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.96,sample_MAHINDRA_AUTO_CV_2024-09,2026-05-23T07:00:39.193987Z,2026-05-23T07:00:39.193987Z,
MAHINDRA_AUTO,CV,2024-10,26083,1260,27343,,0.1191,BSE,2024-11-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.94,sample_MAHINDRA_AUTO_CV_2024-10,2026-05-23T07:00:39.210391Z,2026-05-23T07:00:39.210391Z,
MAHINDRA_AUTO,CV,2024-11,21016,1192,22208,,-0.1878,NSE,2024-12-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.97,sample_MAHINDRA_AUTO_CV_2024-11,2026-05-23T07:00:39.222752Z,2026-05-23T07:00:39.222752Z,
MAHINDRA_AUTO,CV,2024-12,22624,1358,23982,,0.0799,NSE,2025-01-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.97,sample_MAHINDRA_AUTO_CV_2024-12,2026-05-23T07:00:39.231543Z,2026-05-23T07:00:39.231543Z,
MAHINDRA_AUTO,CV,2025-01,21200,1150,22350,,-0.0681,NSE,2025-02-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.86,sample_MAHINDRA_AUTO_CV_2025-01,2026-05-23T07:00:39.239688Z,2026-05-23T07:00:39.239688Z,
MAHINDRA_AUTO,CV,2025-02,21075,1191,22266,,-0.0038,NSE,2025-03-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.93,sample_MAHINDRA_AUTO_CV_2025-02,2026-05-23T07:00:39.253410Z,2026-05-23T07:00:39.253410Z,
MAHINDRA_AUTO,CV,2025-03,25490,1534,27024,,0.2137,BSE,2025-04-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.88,sample_MAHINDRA_AUTO_CV_2025-03,2026-05-23T07:00:39.257906Z,2026-05-23T07:00:39.257906Z,
MAHINDRA_AUTO,CV,2025-04,23027,1313,24340,,-0.0993,NSE,2025-05-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.88,sample_MAHINDRA_AUTO_CV_2025-04,2026-05-23T07:00:39.277589Z,2026-05-23T07:00:39.277589Z,
MAHINDRA_AUTO,CV,2025-05,22783,1283,24066,0.1209,-0.0113,BSE,2025-06-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.89,sample_MAHINDRA_AUTO_CV_2025-05,2026-05-23T07:00:39.293732Z,2026-05-23T07:00:39.293732Z,
MAHINDRA_AUTO,CV,2025-06,19488,1135,20623,-0.0476,-0.1431,NSE,2025-07-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.91,sample_MAHINDRA_AUTO_CV_2025-06,2026-05-23T07:00:39.306582Z,2026-05-23T07:00:39.306582Z,
MAHINDRA_AUTO,CV,2025-07,20714,1002,21716,0.0881,0.053,NSE,2025-08-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.89,sample_MAHINDRA_AUTO_CV_2025-07,2026-05-23T07:00:39.313929Z,2026-05-23T07:00:39.313929Z,
MAHINDRA_AUTO,CV,2025-08,21425,1090,22515,0.031,0.0368,NSE,2025-09-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.94,sample_MAHINDRA_AUTO_CV_2025-08,2026-05-23T07:00:39.321880Z,2026-05-23T07:00:39.321880Z,
MAHINDRA_AUTO,CV,2025-09,25752,1561,27313,0.1179,0.2131,NSE,2025-10-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.9,sample_MAHINDRA_AUTO_CV_2025-09,2026-05-23T07:00:39.330378Z,2026-05-23T07:00:39.330378Z,
MAHINDRA_AUTO,CV,2025-10,28698,1424,30122,0.1016,0.1028,NSE,2025-11-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.89,sample_MAHINDRA_AUTO_CV_2025-10,2026-05-23T07:00:39.333781Z,2026-05-23T07:00:39.333781Z,
MAHINDRA_AUTO,CV,2025-11,23389,1176,24565,0.1061,-0.1845,NSE,2025-12-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.95,sample_MAHINDRA_AUTO_CV_2025-11,2026-05-23T07:00:39.337618Z,2026-05-23T07:00:39.337618Z,
MAHINDRA_AUTO,CV,2025-12,24031,1232,25263,0.0534,0.0284,NSE,2026-01-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.88,sample_MAHINDRA_AUTO_CV_2025-12,2026-05-23T07:00:39.342910Z,2026-05-23T07:00:39.342910Z,
MAHINDRA_AUTO,CV,2026-01,21656,1207,22863,0.023,-0.095,NSE,2026-02-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.94,sample_MAHINDRA_AUTO_CV_2026-01,2026-05-23T07:00:39.347343Z,2026-05-23T07:00:39.347343Z,
MAHINDRA_AUTO,CV,2026-01,21039,1089,22128,-0.0062,-0.0321,NSE,2026-02-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.96,sample_MAHINDRA_AUTO_CV_2026-01,2026-05-23T07:00:39.354296Z,2026-05-23T07:00:39.354296Z,
MAHINDRA_AUTO,CV,2026-03,28703,1506,30209,0.1179,0.3652,NSE,2026-04-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.97,sample_MAHINDRA_AUTO_CV_2026-03,2026-05-23T07:00:39.363247Z,2026-05-23T07:00:39.363247Z,
MAHINDRA_AUTO,CV,2026-04,24237,1441,25678,0.055,-0.15,NSE,2026-05-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.93,sample_MAHINDRA_AUTO_CV_2026-04,2026-05-23T07:00:39.369370Z,2026-05-23T07:00:39.369370Z,
MAHINDRA_AUTO,EV,2024-05,1081,0,1081,,,NSE,2024-06-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.95,sample_MAHINDRA_AUTO_EV_2024-05,2026-05-23T07:00:39.121583Z,2026-05-23T07:00:39.121583Z,
MAHINDRA_AUTO,EV,2024-06,1034,0,1034,,-0.0435,NSE,2024-07-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.87,sample_MAHINDRA_AUTO_EV_2024-06,2026-05-23T07:00:39.130102Z,2026-05-23T07:00:39.130102Z,
MAHINDRA_AUTO,EV,2024-07,1101,0,1101,,0.0648,NSE,2024-08-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.97,sample_MAHINDRA_AUTO_EV_2024-07,2026-05-23T07:00:39.142050Z,2026-05-23T07:00:39.142050Z,
MAHINDRA_AUTO,EV,2024-08,1115,0,1115,,0.0127,NSE,2024-09-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.87,sample_MAHINDRA_AUTO_EV_2024-08,2026-05-23T07:00:39.177657Z,2026-05-23T07:00:39.177657Z,
MAHINDRA_AUTO,EV,2024-09,1330,0,1330,,0.1928,NSE,2024-10-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.9,sample_MAHINDRA_AUTO_EV_2024-09,2026-05-23T07:00:39.193987Z,2026-05-23T07:00:39.193987Z,
MAHINDRA_AUTO,EV,2024-10,1460,0,1460,,0.0977,NSE,2024-11-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.95,sample_MAHINDRA_AUTO_EV_2024-10,2026-05-23T07:00:39.211380Z,2026-05-23T07:00:39.211380Z,
MAHINDRA_AUTO,EV,2024-11,1228,0,1228,,-0.1589,NSE,2024-12-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.91,sample_MAHINDRA_AUTO_EV_2024-11,2026-05-23T07:00:39.223971Z,2026-05-23T07:00:39.223971Z,
MAHINDRA_AUTO,EV,2024-12,1252,0,1252,,0.0195,NSE,2025-01-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.86,sample_MAHINDRA_AUTO_EV_2024-12,2026-05-23T07:00:39.231543Z,2026-05-23T07:00:39.231543Z,
MAHINDRA_AUTO,EV,2025-01,1175,0,1175,,-0.0615,NSE,2025-02-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.98,sample_MAHINDRA_AUTO_EV_2025-01,2026-05-23T07:00:39.239688Z,2026-05-23T07:00:39.239688Z,
MAHINDRA_AUTO,EV,2025-02,1233,0,1233,,0.0494,NSE,2025-03-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.91,sample_MAHINDRA_AUTO_EV_2025-02,2026-05-23T07:00:39.253410Z,2026-05-23T07:00:39.253410Z,
MAHINDRA_AUTO,EV,2025-03,1407,0,1407,,0.1411,NSE,2025-04-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.95,sample_MAHINDRA_AUTO_EV_2025-03,2026-05-23T07:00:39.257906Z,2026-05-23T07:00:39.257906Z,
MAHINDRA_AUTO,EV,2025-04,1299,0,1299,,-0.0768,NSE,2025-05-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.9,sample_MAHINDRA_AUTO_EV_2025-04,2026-05-23T07:00:39.277589Z,2026-05-23T07:00:39.277589Z,
MAHINDRA_AUTO,EV,2025-05,1322,0,1322,0.2229,0.0177,NSE,2025-06-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.92,sample_MAHINDRA_AUTO_EV_2025-05,2026-05-23T07:00:39.293732Z,2026-05-23T07:00:39.293732Z,
MAHINDRA_AUTO,EV,2025-06,1361,0,1361,0.3162,0.0295,NSE,2025-07-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.91,sample_MAHINDRA_AUTO_EV_2025-06,2026-05-23T07:00:39.306582Z,2026-05-23T07:00:39.306582Z,
MAHINDRA_AUTO,EV,2025-07,1283,0,1283,0.1653,-0.0573,NSE,2025-08-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.91,sample_MAHINDRA_AUTO_EV_2025-07,2026-05-23T07:00:39.314864Z,2026-05-23T07:00:39.314864Z,
MAHINDRA_AUTO,EV,2025-08,1374,0,1374,0.2323,0.0709,NSE,2025-09-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.98,sample_MAHINDRA_AUTO_EV_2025-08,2026-05-23T07:00:39.321880Z,2026-05-23T07:00:39.321880Z,
MAHINDRA_AUTO,EV,2025-09,1545,0,1545,0.1617,0.1245,NSE,2025-10-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.94,sample_MAHINDRA_AUTO_EV_2025-09,2026-05-23T07:00:39.330378Z,2026-05-23T07:00:39.330378Z,
MAHINDRA_AUTO,EV,2025-10,1777,0,1777,0.2171,0.1502,NSE,2025-11-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.98,sample_MAHINDRA_AUTO_EV_2025-10,2026-05-23T07:00:39.333781Z,2026-05-23T07:00:39.333781Z,
MAHINDRA_AUTO,EV,2025-11,1420,0,1420,0.1564,-0.2009,NSE,2025-12-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.98,sample_MAHINDRA_AUTO_EV_2025-11,2026-05-23T07:00:39.338319Z,2026-05-23T07:00:39.338319Z,
MAHINDRA_AUTO,EV,2025-12,1479,0,1479,0.1813,0.0415,NSE,2026-01-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.89,sample_MAHINDRA_AUTO_EV_2025-12,2026-05-23T07:00:39.342910Z,2026-05-23T07:00:39.342910Z,
MAHINDRA_AUTO,EV,2026-01,1412,0,1412,0.2017,-0.0453,NSE,2026-02-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.97,sample_MAHINDRA_AUTO_EV_2026-01,2026-05-23T07:00:39.347343Z,2026-05-23T07:00:39.347343Z,
MAHINDRA_AUTO,EV,2026-01,1357,0,1357,0.1006,-0.039,NSE,2026-02-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.87,sample_MAHINDRA_AUTO_EV_2026-01,2026-05-23T07:00:39.354296Z,2026-05-23T07:00:39.354296Z,
MAHINDRA_AUTO,EV,2026-03,1725,0,1725,0.226,0.2712,NSE,2026-04-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.88,sample_MAHINDRA_AUTO_EV_2026-03,2026-05-23T07:00:39.363247Z,2026-05-23T07:00:39.363247Z,
MAHINDRA_AUTO,EV,2026-04,1635,0,1635,0.2587,-0.0522,BSE,2026-05-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.93,sample_MAHINDRA_AUTO_EV_2026-04,2026-05-23T07:00:39.369370Z,2026-05-23T07:00:39.369370Z,
MAHINDRA_AUTO,PV,2024-05,40821,2194,43015,,,NSE,2024-06-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.9,sample_MAHINDRA_AUTO_PV_2024-05,2026-05-23T07:00:39.120585Z,2026-05-23T07:00:39.120585Z,
MAHINDRA_AUTO,PV,2024-06,35745,2439,38184,,-0.1123,NSE,2024-07-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.93,sample_MAHINDRA_AUTO_PV_2024-06,2026-05-23T07:00:39.128989Z,2026-05-23T07:00:39.128989Z,
MAHINDRA_AUTO,PV,2024-07,35497,2116,37613,,-0.015,NSE,2024-08-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.91,sample_MAHINDRA_AUTO_PV_2024-07,2026-05-23T07:00:39.137487Z,2026-05-23T07:00:39.137487Z,
MAHINDRA_AUTO,PV,2024-08,38506,2593,41099,,0.0927,NSE,2024-09-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.99,sample_MAHINDRA_AUTO_PV_2024-08,2026-05-23T07:00:39.174908Z,2026-05-23T07:00:39.174908Z,
MAHINDRA_AUTO,PV,2024-09,42275,2755,45030,,0.0956,NSE,2024-10-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.86,sample_MAHINDRA_AUTO_PV_2024-09,2026-05-23T07:00:39.193987Z,2026-05-23T07:00:39.193987Z,
MAHINDRA_AUTO,PV,2024-10,49432,3244,52676,,0.1698,NSE,2024-11-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.88,sample_MAHINDRA_AUTO_PV_2024-10,2026-05-23T07:00:39.210391Z,2026-05-23T07:00:39.210391Z,
MAHINDRA_AUTO,PV,2024-11,40188,2286,42474,,-0.1937,NSE,2024-12-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.92,sample_MAHINDRA_AUTO_PV_2024-11,2026-05-23T07:00:39.222752Z,2026-05-23T07:00:39.222752Z,
MAHINDRA_AUTO,PV,2024-12,42620,2558,45178,,0.0637,NSE,2025-01-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.94,sample_MAHINDRA_AUTO_PV_2024-12,2026-05-23T07:00:39.230538Z,2026-05-23T07:00:39.230538Z,
MAHINDRA_AUTO,PV,2025-01,36552,2217,38769,,-0.1419,NSE,2025-02-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.86,sample_MAHINDRA_AUTO_PV_2025-01,2026-05-23T07:00:39.238699Z,2026-05-23T07:00:39.238699Z,
MAHINDRA_AUTO,PV,2025-02,40669,2671,43340,,0.1179,NSE,2025-03-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.96,sample_MAHINDRA_AUTO_PV_2025-02,2026-05-23T07:00:39.252416Z,2026-05-23T07:00:39.252416Z,
MAHINDRA_AUTO,PV,2025-03,46182,2842,49024,,0.1311,NSE,2025-04-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.96,sample_MAHINDRA_AUTO_PV_2025-03,2026-05-23T07:00:39.257906Z,2026-05-23T07:00:39.257906Z,
MAHINDRA_AUTO,PV,2025-04,38990,2344,41334,,-0.1569,BSE,2025-05-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.89,sample_MAHINDRA_AUTO_PV_2025-04,2026-05-23T07:00:39.277589Z,2026-05-23T07:00:39.277589Z,
MAHINDRA_AUTO,PV,2025-05,39343,2620,41963,-0.0245,0.0152,NSE,2025-06-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.94,sample_MAHINDRA_AUTO_PV_2025-05,2026-05-23T07:00:39.291772Z,2026-05-23T07:00:39.293732Z,
MAHINDRA_AUTO,PV,2025-06,37789,2356,40145,0.0514,-0.0433,NSE,2025-07-05,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.98,sample_MAHINDRA_AUTO_PV_2025-06,2026-05-23T07:00:39.306582Z,2026-05-23T07:00:39.306582Z,
MAHINDRA_AUTO,PV,2025-07,38242,2411,40653,0.0808,0.0127,NSE,2025-08-04,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.94,sample_MAHINDRA_AUTO_PV_2025-07,2026-05-23T07:00:39.313425Z,2026-05-23T07:00:39.313425Z,
MAHINDRA_AUTO,PV,2025-08,37591,2341,39932,-0.0284,-0.0177,NSE,2025-09-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.97,sample_MAHINDRA_AUTO_PV_2025-08,2026-05-23T07:00:39.318989Z,2026-05-23T07:00:39.318989Z,
MAHINDRA_AUTO,PV,2025-09,43652,2402,46054,0.0227,0.1533,NSE,2025-10-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.89,sample_MAHINDRA_AUTO_PV_2025-09,2026-05-23T07:00:39.330378Z,2026-05-23T07:00:39.330378Z,
MAHINDRA_AUTO,PV,2025-10,54286,3607,57893,0.099,0.2571,BSE,2025-11-06,MAHINDRA_AUTO_V1,MANUAL,CLEAN,0.95,sample_MAHINDRA_AUTO_PV_2025-10,2026-05-23T07:00:39.333781Z,2026-05-23T07:00:39.333781Z,
